posts/xml-based-reading-log.md	xml-based library		
posts/the-cost-of-modern-webdev.md	the cost of modern web development		
posts/introductory-regex-problem.md	introductory regex		
posts/interaction-heavy-information-weak.md	interaction-heavy, information-weak		
posts/from-latex-to-typst.md	from latex to typst		
posts/accessible-images-after.md	accessible images: :after		
posts/accessible-hyperlinks-after.md	accessible hyperlinks: :after		
posts/accessible-hyperlinks-active.md	accessible hyperlinks: :active		
